"id","business_name","status","address_id","version","created_date","modified_date","created_by","modified_by","reference","blocked","image_id","online_ordering_allowed","delivery_allowed","promo_code","message","timezone","delivery_type","doordash_allowed","pickup_instructions","announcement","business_name_without_spaces","menu_categories","delivery_only","money_flow","fee_categories","type","fulfillment_options","restaurant_categories","website_url","position","location_position","group_id","nash_allowed","tax_rates","lead_gen_one","lead_gen_two","delivery_order_time_windows","enable_menu_search","shipday_enabled"
1293,"Condado Tacos Huntsville","ACCEPTED","2105",0,"2025-03-06 20:47:05.394+00",NULL,NULL,NULL,"14309375-8365-4c31-a9d8-33c5b4f4ea3e",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"condado-tacos-huntsville-tb7aj",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1294,"Carrabba's Italian Grill","ACCEPTED","2106",0,"2025-03-06 20:54:18.806+00",NULL,NULL,NULL,"6bc78b2f-41ec-4895-8882-1b3127727af1",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"carrabbas-italian-grill-q7gps",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1295,"Salsarita's Fresh Mexican Grill","ACCEPTED","2107",0,"2025-03-06 20:56:04.309+00",NULL,NULL,NULL,"a516c262-a3e3-4d6d-a7a1-e71e0ca4ce1e",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"salsaritas-fresh-mexican-grill-5aalh",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1296,"Tropical Smoothie Cafe Huntsville","ACCEPTED","2108",0,"2025-03-06 20:59:53.22+00",NULL,NULL,NULL,"75748740-666b-4e40-baa2-9678567533d2",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"tropical-smoothie-cafe-huntsville-saifu",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1297,"Dunkin' Huntsville","ACCEPTED","2109",0,"2025-03-06 21:01:13.443+00",NULL,NULL,NULL,"a93b8b64-e13b-464d-a3b5-541a9bb1f4d1",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"dunkin-huntsville-h1ey5",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1298,"Melt","ACCEPTED","2110",0,"2025-03-06 21:02:47.807+00",NULL,NULL,NULL,"0f17cc13-6f23-4bcb-8ff4-694ebd34e4aa",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"melt-8gzzn",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1299,"LawLers Barbecue","ACCEPTED","2111",0,"2025-03-06 21:05:23.86+00",NULL,NULL,NULL,"d2de1f13-b3ca-485c-88ca-c98779b745de",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"lawlers-barbecue-3m7o2",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1300,"Krispy Kreme Doughnuts Huntsville","ACCEPTED","2112",0,"2025-03-06 21:06:33.28+00",NULL,NULL,NULL,"001fcec4-ea71-4c6d-a00a-47627e9d6829",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"krispy-kreme-doughnuts-huntsville-0e2vg",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1301,"Jersey Mike's Subs Huntsville","ACCEPTED","2113",0,"2025-03-06 21:07:37.739+00",NULL,NULL,NULL,"1289fd59-72ec-41bf-9ca3-d49646951611",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"jersey-mikes-subs-huntsville-tlkc2",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1302,"Five Guys Burgers and Fries Huntsville","ACCEPTED","2114",0,"2025-03-06 21:08:47.994+00",NULL,NULL,NULL,"2b8e3c92-9380-472f-8ef3-4d019deec779",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"five-guys-burgers-and-fries-huntsville-fenxa",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1303,"Charleys Cheesesteaks and Wings","ACCEPTED","2115",0,"2025-03-06 21:10:29.355+00",NULL,NULL,NULL,"58e03784-f326-4124-bea9-dc5fa4754c94",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"charleys-cheesesteaks-and-wings-itodk",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1304,"Full Moon BBQ","ACCEPTED","2116",0,"2025-03-06 21:13:32.417+00",NULL,NULL,NULL,"0860b20a-9229-4614-8c8d-2933ec25d46b",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"full-moon-bbq-8g8gg",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1305,"Taziki's Mediterranean Cafe Huntsville","ACCEPTED","2117",0,"2025-03-06 21:17:25.486+00",NULL,NULL,NULL,"7384ebb0-7dd3-4d43-b302-ddb66cb031ca",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"tazikis-mediterranean-cafe-huntsville-egnyy",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1306,"Farm Burger","ACCEPTED","2118",0,"2025-03-06 21:19:45.93+00",NULL,NULL,NULL,"3cb6018f-c522-4f42-be1c-cc73c7dc33a3",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"farm-burger-4qr3a",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1307,"Great Harvest Bread Co Huntsville","ACCEPTED","2119",0,"2025-03-06 21:21:43.725+00",NULL,NULL,NULL,"217d4351-31b8-4d4c-b37c-0bdc14214ace",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"great-harvest-bread-co-huntsville-b2rie",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1308,"Firehouse Subs Huntsville","ACCEPTED","2120",0,"2025-03-06 21:24:32.651+00",NULL,NULL,NULL,"0a25caa4-b467-488a-b197-94638c5594f1",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"firehouse-subs-huntsville-t49da",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1309,"Rock N Roll Sushi And Hibachi","ACCEPTED","2121",0,"2025-03-06 21:27:20.931+00",NULL,NULL,NULL,"b60448df-712a-427d-a8e2-33c73c621a98",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"rock-n-roll-sushi-and-hibachi-94s2a",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1310,"Moe's Southwest Grill Huntsville","ACCEPTED","2122",0,"2025-03-06 21:29:58.564+00",NULL,NULL,NULL,"0ddae6e9-9f37-4f30-8c53-7b1376c46bbc",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"moes-southwest-grill-huntsville-k3dv7",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1311,"Bonchon","ACCEPTED","2123",0,"2025-03-06 21:33:11.336+00",NULL,NULL,NULL,"79fd188d-e592-4203-8159-1189f31a55e3",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"bonchon-6f20q",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1312,"Chuy's Huntsville","ACCEPTED","2124",0,"2025-03-06 21:35:39.888+00",NULL,NULL,NULL,"f67d5b99-72a8-4737-8954-26c2883542d1",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"chuys-huntsville-ufp7z",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1313,"Mei Wei Asian Bistro","ACCEPTED","2125",0,"2025-03-06 21:40:21.813+00",NULL,NULL,NULL,"c1f00d15-d58b-4ff7-b928-5e5a1c8be92a",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"mei-wei-asian-bistro-xwyxx",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1314,"Zaxbys Huntsville","ACCEPTED","2126",0,"2025-03-06 21:44:11.67+00",NULL,NULL,NULL,"50b7a688-99ee-47d9-97de-6334e8bc4975",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"zaxbys-huntsville-idouz",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1315,"Applebee's Huntsville","ACCEPTED","2127",0,"2025-03-06 21:46:55.277+00",NULL,NULL,NULL,"bc0af1b8-d243-41bb-8d34-2381fc6c3a21",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"applebees-huntsville-uedh5",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1316,"Nothing But Noodles","ACCEPTED","2128",0,"2025-03-06 21:52:31.293+00",NULL,NULL,NULL,"aca9039a-87aa-4170-8cdc-d613ccb86026",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"nothing-but-noodles-ejlml",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1317,"Schlotzsky's Huntsville","ACCEPTED","2129",0,"2025-03-06 22:00:00.853+00",NULL,NULL,NULL,"e42634fa-53b9-4e9c-bb9b-1b4fb6285933",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"schlotzskys-huntsville-h1vz1",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1318,"Bonefish Grill Huntsville","ACCEPTED","2130",0,"2025-03-06 22:03:23.363+00",NULL,NULL,NULL,"2137317b-c195-476c-aaac-371d483acda9",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"bonefish-grill-huntsville-r6oyq",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1319,"Bojangles Huntsville","ACCEPTED","2131",0,"2025-03-06 22:07:30.561+00",NULL,NULL,NULL,"fb558a5f-ae7a-4ec1-970b-1c9aabde0676",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"bojangles-huntsville-5uzud",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1320,"Subway Huntsville","ACCEPTED","2132",0,"2025-03-06 22:09:16.715+00",NULL,NULL,NULL,"1e59aab7-0a34-4ef2-8be2-d5d3e0746bf0",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"subway-huntsville-s8uaw",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1321,"Mason Dixon Bakery & Bistro","ACCEPTED","2133",0,"2025-03-06 22:12:22.682+00",NULL,NULL,NULL,"4d8d6cfd-e43c-44fc-ace0-2c7fd1f6040f",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"mason-dixon-bakery-bistro-f1sp7",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1322,"Parlor Doughnuts","ACCEPTED","2134",0,"2025-03-06 22:13:52.955+00",NULL,NULL,NULL,"cedf4763-569e-44f7-8e55-d1b0751a2b65",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"parlor-doughnuts-w2tg0",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1323,"KFC (Kentucky Fried Chicken) Huntsville","ACCEPTED","2135",0,"2025-03-06 22:16:41.389+00",NULL,NULL,NULL,"3658dab5-8449-40ef-a61b-1b0b61f7bec4",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"kfc-kentucky-fried-chicken-huntsville-hid4v",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1324,"Red Robin Huntsville","ACCEPTED","2136",0,"2025-03-06 22:20:20.078+00",NULL,NULL,NULL,"976121f5-c515-4f6b-b38a-08925ddf200c",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"red-robin-huntsville-5dkuc",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1325,"The Fresh Market","ACCEPTED","2137",0,"2025-03-06 22:26:20.218+00",NULL,NULL,NULL,"30479104-076a-48f8-bbe4-78c7d1189e0d",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"the-fresh-market-2v68k",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1326,"Jim 'N Nick's Bar-B-Q","ACCEPTED","2138",0,"2025-03-06 22:29:55.139+00",NULL,NULL,NULL,"9a7309b8-b187-466f-a22f-9e237d80929d",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"jim-n-nicks-barbq-y3558",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1327,"Just Love Coffee Cafe","ACCEPTED","2139",0,"2025-03-06 22:33:53.013+00",NULL,NULL,NULL,"64ec9742-6324-4dca-938d-0d8f0a250655",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"just-love-coffee-cafe-q3g3p",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1328,"Logan's Roadhouse Huntsville","ACCEPTED","2140",0,"2025-03-06 22:40:50.721+00",NULL,NULL,NULL,"99bb1954-bbb3-429a-9082-96e888b5d5ba",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"logans-roadhouse-huntsville-vopsw",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
1329,"Newk's Eatery Huntsville","ACCEPTED","2141",0,"2025-03-06 22:44:40.273+00",NULL,NULL,NULL,"54f04c8a-5300-4f90-8173-c0253dedb948",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"newks-eatery-huntsville-0jrcm",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
