stripe_account_id,display_name,business_name,email,charges_enabled,payouts_enabled,created,statement_descriptor,business_url,support_phone,likely_restaurant,likely_restaurant_reference,match_basis,agreeing_signals,signals,disco_holds_account
acct_1P6GAxCjlvChPX6g,SSP SJ,SUNSET SQUARES PIZZA,dl@sunsetsquares.com,true,true,,SUNSET SQUARES PIZZA,www.sunsetsquares.com,+17742911801,Sunset Squares Pizza - Divisadero,016b97ee-3ecc-4b51-b560-4be6c9ee3145,statement descriptor,2,statement descriptor + company name,no
acct_1PaNjqKRspLuapD2,Scott Dahlen Dahlen,Scott Dahlen Dahlen,info@fitzysdiner.com,true,true,2024-07-08,FITZYS DINER,www.fitzysdiner.com,+16148461004,Fitzy's Old Fashioned Diner,3215a279-cb24-40c1-9fb8-8e442e738846,statement descriptor,2,statement descriptor + address (zip only),no
acct_1PT504DneDjbCMXK,206 Burger Company,aayo gorkhalee llc,206burgercaphill@gmail.com,true,true,2024-06-18,206 BURGER COMPANY,www.206burgercompany.com,+12068059222,LA Burger,cbd9d07b-632c-47cf-8514-2eed361a1cff,statement descriptor,2,statement descriptor + name,no
acct_1PVJtGKp8NML10u3,Brian Tsao,Pudwich LLC,admin@missionsandwich.com,true,true,2024-07-03,BRIAN TSAO,www.missionsandwich.com,+13475295328,Tsaocaa,b373d22d-54e8-4f6a-a143-c900d0892724,statement descriptor,2,statement descriptor + name,no
acct_1QtwjmJJRfEhW2VV,Tasty-dawg,Tasty Dawg,teddybearstable@gmail.com,true,true,2025-02-18,TASTY DAWG,tasty-dawg.com,+16149626967,Tasty Dawg,17a4f456-b802-473c-a04a-04dcac866286,statement descriptor,2,statement descriptor + name,no
acct_1RgcWUCHeJBR0y14,Genghis Grill - Addison,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,GENGHIS GRILL ADDISON,www.familymeal.com,+17322397055,ZK Grill,a71649f2-15d6-4b9d-bfbd-b3c8690c7bd4,statement descriptor,2,statement descriptor + name,no
acct_1RgpoiJcNUV5ePX7,Hot Chicken Takeover - Grandview,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,HOT CHICKEN GRANDVIEW,www.familymeal.com,+16149145086,bb.q Chicken,99dfeefd-fe89-4dc6-b9f8-c0fcfd56248a,statement descriptor,2,statement descriptor + name,no
acct_1RgpSSP1VkTdhYlu,Wing It On - Lombard,Wing it On - Lombard,peter@familymeal.com,true,true,2025-07-03,WING IT FAMILYMEAL,www.familymeal.com,+16305371204,Wing It,02853436-b28a-4528-a56a-90af8ad4e954,statement descriptor,2,statement descriptor + name,no
acct_1RgpxAJBZH8T5XtH,Hot Chicken Takeover - North Market,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,HCT - NORTH MARKET,www.familymeal.com,+16148004538,Northside Inc. Cafe,79adde42-639c-442b-8e31-781e3003b5c9,statement descriptor,2,statement descriptor + name,no
acct_1Rgq8NHKuGJowKKf,Hot Chicken Takeover - Gahanna,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,HOT CHICKEN GAHANNA,www.familymeal.com,+16144298050,bb.q Chicken,99dfeefd-fe89-4dc6-b9f8-c0fcfd56248a,statement descriptor,2,statement descriptor + name,no
acct_1RgqTH02qQnJbfJc,The Budlong Southern Chicken - Hayden Hall,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,THE BUDLONG SOUTHERN C,www.familymeal.com,+13129893161,The Budlong Southern Chicken - Hayden Hall,688c0c44-3d6e-46bd-9ee4-d3ef2129230c,statement descriptor,2,statement descriptor + name,no
acct_1RgtfiJjwSB6Q1I1,Hot Chicken Takeover - Clintonville,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,HOT CHICKEN TAKEOVER,www.familymeal.com,+16145867910,bb.q Chicken,99dfeefd-fe89-4dc6-b9f8-c0fcfd56248a,statement descriptor,2,statement descriptor + name,no
acct_1RiDgaRpMTGtsVvk,Taim - City Spire,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-07,TAIM - CITY SPIRE,www.familymeal.com,+16464550667,Taim - City Spire,9921339a-c3f2-4089-ab03-1770fda0fa5d,statement descriptor,2,statement descriptor + name,no
acct_1Rm2cL2NCaaQ1rSg,Vamos Vamos Bar,Umi Casa LLC,info@vamosvamosbar.com,true,true,,VAMOS VAMOS BAR,https://vamosvamosbar.com,+14247448408,Vamos Vamos,ae5dabd2-d76a-4395-a71a-06fb42ae8846,statement descriptor,2,statement descriptor + address (city),no
acct_1RmE4vJaQjuhz8X3,Glenrockpizza,Francesca Pizza & Pasta,sreina5@yahoo.com,true,true,2025-07-18,FRANCESCA PIZZA & PAST,www.glenrockpizza.com,+12012511199,PastaMasta,0048b8dc-43b0-458c-a823-71deed17a856,statement descriptor,2,statement descriptor + name,no
acct_1SunVLRzugz33xX5,Happys pizza 43,Ashley 43 inc,store043@happyspizza.com,true,true,2026-02-04,HAPPYS PIZZA 43,www.happyspizza.com,+17347297777,Happy's Pizza - Wayne,d0c2f78d-cb59-4fd0-aa7a-28a5a9b82ce1,statement descriptor,2,statement descriptor + name,no
acct_1SvN2eF6BwlVIezc,Happys Pizza,MM1 Pizza 24 LLC,marvinmansoor@yahoo.com,true,true,2026-01-30,HAPPYS PIZZA,www.happyspizza.com,+12485537777,Happy's Pizza - Wayne,d0c2f78d-cb59-4fd0-aa7a-28a5a9b82ce1,statement descriptor,2,statement descriptor + name,no
acct_1U41SWKtojiErZ3B,Lighthousebk,,chick@lighthousebk.com,true,true,2026-08-13,LIGHTHOUSEBK.COM,Lighthousebk.com,+16466840808,Lighthouse Catering,089a9c75-3e48-4a0c-8554-43fea7362328,statement descriptor,2,statement descriptor + name,no
acct_1NfpIJDCYiESMiij,taqueriaalpastor.nyc,,cobblehill@taqueriaalpastor.nyc,false,false,2023-08-16,TAQUERIAALPASTOR.NYC,https://www.taqueriaalpastor.nyc/,+13472944381,NYC Catering Company LLC,92218093-9648-4d63-babd-82cb90612065,statement descriptor,2,statement descriptor + name,no
acct_1NfY0iIPg5sUT2fH,Tongbrooklyn,Tong,tongbrooklyn@gmail.com,false,true,2023-08-16,TONGBROOKLYN.COM,tongbrooklyn.com,+17184066979,TONG,799cd8f1-1b84-4588-8062-25d2f1b7bba6,statement descriptor,2,statement descriptor + name,no
acct_1NSh4RETTZcJmIgG,cuisinebyclaudette.nyc,,info@cuisinebyclaudette.nyc,false,false,2023-07-11,CUISINEBYCLAUDETTE.NYC,https://cuisinebyclaudette.nyc/,+17188690190,N.D.A Cuisine,6606fe1d-8fea-4ab3-8b6e-325895bd5e43,statement descriptor,2,statement descriptor + name,no
acct_1TidTmF2lM5Q0N7k,Pete's Bagels - Tarpon Springs,"Petes General, LLC",steven@petesgeneral.com,false,false,2026-06-15,PETES BAGELS - TARPON ,petesbagels.com,,Pete's Bagels - Tarpon Springs,ffe3efd0-c2ff-43a5-98f9-9abfcbbc4b93,statement descriptor,2,statement descriptor + name,no
acct_1IoagWJTfd0lOyeO,Opencrumbdc,Restaurant ,info@opencrumbdc.com,true,true,,OPENCRUMBDC.COM,opencrumbdc.com,+12026109979,Crumbl,93f5e211-3b36-41b5-a122-5d08dd8763d0,statement descriptor,,statement descriptor,no
acct_1O4SizKu19NPDpHO,Tikkabowlsandtacos,Bhavin Patel,bhavinpatel619@gmail.com,true,true,2023-10-25,TIKKA  BOWLS AND TACOS,Www.tikkabowlsandtacos.com,+15617585861,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,statement descriptor,,statement descriptor,no
acct_1OD5NHDZdiGb2G5g,owner.com,Bonada LLC,boris@sushidojonyc.restaurant,true,true,2023-11-16,BONADA LLC SUSHI DOJO,www.sushidojonyc.restaurant,+16466929398,Sushi Dojo ,aab63601-e663-4099-bba7-ead63d9c3d7e,statement descriptor,,statement descriptor,no
acct_1OKS4OCvBcYuuYwU,Feedcoburgers,Feed Co. Burgers,info@feedcoburgers.com,true,true,2023-12-06,FEED CO. BURGERS,https://feedcoburgers.com/,+12067266000,LA Burger,cbd9d07b-632c-47cf-8514-2eed361a1cff,statement descriptor,,statement descriptor,no
acct_1P6GBGAplHLC0d8D,PIXL Clement,SUNSET SQUARES PIZZA,dl@sunsetsquares.com,true,true,,PIXLCAT COFFEE,www.pixlcatcoffee.com,+17742911801,Pixlcat Coffee - Inner Richmond,842cefa6-4f33-4936-a546-c055611b0e93,statement descriptor,,statement descriptor,no
acct_1PPAhZBklI9oVVGu,Food Concierge,Food Concierge Enterprises,dleporini@foodconciergeco.com,true,true,2024-06-07,FOOD CONCIERGE,foodconciergeco.com,+13107308843,Trattoria Moderna Italian Catering,d265cc7c-a251-4015-88ef-d09bf84a9a88,support phone,,support phone,acct_1PPANfCdlLZWrFgv
acct_1PQESjDIBkbqyDal,Food Concierge,Food Concierge Enterprises,dleporini@foodconciergeco.com,true,true,2024-06-10,FOOD CONCIERGE,foodconciergeco.com,+13107308843,Trattoria Moderna Italian Catering,d265cc7c-a251-4015-88ef-d09bf84a9a88,support phone,,support phone,acct_1PPANfCdlLZWrFgv
acct_1QMZ6mJlpvUsxYv9,ZARA Mediterranean Charcoal Grill,ZARA Mediterranean Charcoal Grill,josepha804@yahoo.com,true,false,2024-11-18,ZARA CHARCOAL GRILL,https://www.zaragrillrva.com/,+18047162323,ZK Grill,a71649f2-15d6-4b9d-bfbd-b3c8690c7bd4,statement descriptor,,statement descriptor,no
acct_1QycZkJX2K5b1EsN,Hellogtk,gtk,info@hellogtk.com,true,true,2025-03-03,GTK WINGS,www.hellogtk.com,+12017818369,Wing It,02853436-b28a-4528-a56a-90af8ad4e954,statement descriptor,,statement descriptor,no
acct_1RamEUGrBNWU8M9z,Siam tree llc,Siam tree llc,siamtreellc@gmail.com,true,true,2025-06-16,KRUA THAI,kruarestaurants.com,+15087599662,Thai Kitchen,306671c3-e62c-40ad-8b1d-d20799a7778f,statement descriptor,,statement descriptor,no
acct_1Rgq39RuIM9F6hoV,Hot Chicken Takeover - Westerville,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,HCT - WESTERVILLE,www.familymeal.com,+16145687004,Trailer Birds Hot Chicken Phoenix,721ea57c-cd1c-43e8-93c1-cd32fc605075,statement descriptor,,statement descriptor,no
acct_1RgqI1JUyWfPfK5S,The Budlong Southern Chicken - Oak Brook,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,THE BUDLONG SOUTHERN C,www.familymeal.com,+13312992071,The Budlong Southern Chicken - Hayden Hall,688c0c44-3d6e-46bd-9ee4-d3ef2129230c,statement descriptor,,statement descriptor,no
acct_1RgtDzFRVPLrROac,The Budlong Southern Chicken - Lincoln Park,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,THE BUDLONG SOUTHERN C,www.familymeal.com,+17732709005,The Budlong Southern Chicken - Hayden Hall,688c0c44-3d6e-46bd-9ee4-d3ef2129230c,statement descriptor,,statement descriptor,no
acct_1RgtK7C2bxk8y4wk,The Budlong Southern Chicken - Lincoln Square,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,THE BUDLONG SOUTHERN C,www.familymeal.com,+17732709005,The Budlong Southern Chicken - Hayden Hall,688c0c44-3d6e-46bd-9ee4-d3ef2129230c,statement descriptor,,statement descriptor,no
acct_1RgtrYKY5LFOMAXL,The Budlong Southern Chicken - Lakeview,FamilyMeal Concepts Inc,peter@familymeal.com,true,true,2025-07-03,THE BUDLONG SOUTHERN C,www.familymeal.com,+17738885000,The Budlong Southern Chicken - Hayden Hall,688c0c44-3d6e-46bd-9ee4-d3ef2129230c,statement descriptor,,statement descriptor,no
acct_1SX2EKPvyntXLMGG,Douglaston,Rokstar Chicken Douglaston,mark@rokstarchicken.com,true,true,,ROKSTAR CHICKEN DOUG,rokstarchicken.com,+17188198933,D.P. Dough,25da4c7e-e18e-4ea0-9df7-cf89e1a2b4ba,statement descriptor,,statement descriptor,no
acct_1LkXn6HSOT2w2EZs,Eatcleanbro,Eat Clean Bro,tom@eatcleanbro.com,false,false,2022-10-14,YEAH BUDDY BBQ,WWW.EATCLEANBRO.COM,+19082168592,R&R BBQ,6e9c9946-5a31-4ddb-8571-971fb78d0fd6,statement descriptor,,statement descriptor,no
acct_1NYy0lHYFme83fIO,nixtamal.nyc,Taqueria Nixtamal,nixtamalmarketline@gmail.com,false,true,2023-07-28,NIXTAMAL.NYC,Nixtamal.NYC,+16468510090,NYC Catering Company LLC,92218093-9648-4d63-babd-82cb90612065,statement descriptor,,statement descriptor,no
acct_1OXdhwFzggn1UCCZ,ingasalpinetavern.net,Amelia's Place LLC dba Inga's Alpine Tavern,info@ingasalpine.com,true,true,2024-01-12,TAVERN,ingasalpinetavern.net,+17203896203,Inga's Alpine Tavern,31d0d046-ad5f-4ab1-be90-8483fc9bd2a0,company name,6,company name + address (street) + address (city) + business url + address (zip only) + name,no
acct_1JXup6FkI0Ep1oLQ,Mississippiboy5280,MISSISSIPPI BOY CATFISH & RIBS,mississippiboy5280@gmail.com,true,true,,MISSISSIPPIBOY5280,WWW.MISSISSIPPIBOY5280.COM,+13035058149,MISSISSIPPI BOY CATFISH & RIBS,814e1dab-5697-4dc0-8734-0cc9b747312b,company name,5,company name + address (street) + address (city) + address (zip only) + name,no
acct_1NBJbmL5iR3OHK4l,Yellas,Yella's,jkim@lorenzofoodgroup.com,false,false,2023-06-08,YELLAS,www.yellas.com,+19738402279,Yella's,65193f65-5046-42d5-8986-128892c62221,company name,5,company name + address (city) + business url + address (zip only) + name,no
acct_1NnOgVCBWWpRPdXv,Delete ,The Calimex Cafe ,christopher.craig@thecalimexcafe.com,true,false,2023-09-06,THECALIMEXCAFE.COM,thecalimexcafe.com,+15126203574,The Calimex Cafe ,ce4fb76b-9f99-4351-b73f-787230d4e0ef,address (street),4,address (street) + address (city) + business url + name,no
acct_1Nz3lsFtruTFxffo,Riddimnspice,Riddim N Spice ,info@riddimnspice.com,true,true,2023-10-12,WWW.RIDDIMNSPICE.COM,www.riddimnspice.com,+16159537121,Riddim N Spice,e1fdac1d-4160-4540-8212-b3f89d8a6cfa,address (city),4,address (city) + business url + address (zip only) + name,no
acct_1OKq00FVuQ7rt8Pq,Parkstcafe,Park street cafe,wooshwoogie@yahoo.com,true,false,,PARKSTCAFE.COM,www.parkstcafe.com,+15414852089,Park Street Cafe,b1394729-85e0-4041-b24f-da962bac24df,company name,4,company name + address (city) + address (zip only) + name,no
acct_1ONedUERwJhTBFXN,Eatwaldocafe,Waldo Cafe,david.waldocafe@gmail.com,true,true,2023-12-15,EATWALDOCAFE.COM,www.eatwaldocafe.com,+18167016981,Waldo Cafe,a16bf974-182a-47b3-9028-86dca5d845b7,address (street),4,address (street) + address (city) + address (zip only) + name,no
acct_1OPfDEGzUQK53djV,Aygueynyc,AY GUEY,accounts@aygueynyc.com,true,true,2023-12-27,AY GUEY,aygueynyc.com,+17182551633,Ay Guey NYC Mexican Restaurant,342c748e-3ec9-46a1-9013-21ffd16fc3a5,address (city),4,address (city) + business url + address (zip only) + name,no
acct_1PWlnPBf74KG3u9e,Edgemar Hospitalilty LLC,Edgemar Hospitalilty LLC,info@edgemar.la,true,false,,EDGEMAR,edgemar.la,+14242526488,EdgeMar Restaurant,540eba2c-b472-4022-b685-7cac1276e498,company name,4,company name + address (city) + business url + name,no
acct_1Q7LzoK6K4y2JMpI,Eatya Pizza,Eatya Pizza,scott@rootedcraftkitchen.com,true,true,2024-10-07,EATYA,www.eatyapizza.com,+16686466,Eatya Pizza,aef086e3-5112-4785-843b-2569cfa75129,company name,4,company name + address (city) + business url + name,no
acct_1LmRkRFiPDDJgJbI,Yourfreshkitchen,Fresh Kitchen,chris@yourfreshkitchen.com,true,true,,YOURFRESHKITCHEN,www.yourfreshkitchen.com,+17327698133,Your Fresh Kitchen,1b727762-c7c5-403c-8aab-cf3e1bf82bd2,address (city),3,address (city) + business url + name,no
acct_1O6zD4B98JebwOS2,Soul2gocatering,Delwin Osborne,soul2go1st@yahoo.com,true,true,2023-10-30,SOUL 2 GO CATERING,www.soul2gocatering.com,+18558477623,Soul 2 Go Catering,37ef565e-25ef-4859-b71f-361c6b49fcaf,address (city),3,address (city) + business url + name,no
acct_1O9vH3GzV6XreOR5,Thedancingblender,"The Dancing Blender Smoothie Co.,",thedancingblenderv2@gmail.com,true,true,2023-11-07,THEDANCINGBLENDER.COM,thedancingblender.com,+19738215707,The Dancing Blender Smoothie Co. - A Kosher Business,2625cb51-a64e-468d-9b6a-94f722c9dafc,company name,3,company name + address (city) + address (zip only),no
acct_1OAJX3ISdLFPUUQ8,Zunkaa,Siddhesh Patil,zunkaanj@gmail.com,true,true,2023-11-13,ZUNKAA.COM,https://zunkaa.com/,+19176051987,Zunkaa Authentic Indian Cuisine ,1933dfa6-ae86-46de-bfa8-7f6f29acdf7b,address (city),3,address (city) + business url + address (zip only),no
acct_1OMYhwJmgsa26WBk,Shuksavannah,Alexis Levin,alexis@shuksavannah.com,true,true,2023-12-12,SHUKSAVANNAH,www.ShukSavannah.com,+19123354340,Shuk,d2b049bf-e320-445d-92b5-105da094d82e,address (city),3,address (city) + address (zip only) + name,no
acct_1OUhyiAjJZiX7eqQ,Thedinerboysny,The diner boys llc,thedinerboys@gmail.com,true,true,,THEDINERBOYSNY.COM,thedinerboysny.com,+15168097130,The Diner Boys,7d0c91bd-22ec-4650-a1f4-1ea69a9b5e3d,company name,3,company name + address (city) + name,no
acct_1PGOuMA2XyMqPdfR,"Chook on Birch, LLC","Chook on Birch, LLC",elizabeth@chookchicken.com,true,true,2024-05-14,CHOOKCHICKEN.COM,www.chookchicken.com,+13032828399,Chook - 8th Ave & Birch St,0199d197-15f4-4e41-9ab1-b1825569793d,company name,3,company name + address (zip only) + name,no
acct_1PpcRRAhggD9UGOU,Mesobkc,Cherven Desauguste Desauguste,chefcherven@gmail.com,true,false,,CHERVEN DESAUGUSTE,mesobkc.com,+18167219060,Mesob Restaurant ,c21ad852-f94c-4b41-ba18-ea4255b0868e,address (city),3,address (city) + address (zip only) + name,no
acct_1PQD4tJn65kdZ63d,Sandyhookseafood,Sandy Hook Seafood,order@sandyhookseafood.com,true,true,2024-06-10,WWW.SANDYHOOKSEAFOOD.COM,www.sandyhookseafood.com,+17327782327,Sandy Hook Seafood,8423cd0f-8c6c-464d-bf03-1d5637cc19e1,company name,3,company name + business url + name,no
acct_1PqH3WKY6PjY6d9o,Formentos/Nonnas Restaurant,B Restaurant LLC,rpenfold@bhospitalityco.com,true,true,2024-08-21,FORMENTOS/NONNAS RESTA,www.formentos.com,+13126907295,Nonna’s Pizza and Sandwiches,83a18d3b-bf98-4746-91ac-307e4465f6c0,address (city),3,address (city) + address (zip only) + name,no
acct_1RiI2XIuwtOFne29,Tal bagels inc,Tal bagels inc,talbagels977@gmail.com,true,true,2025-07-07,ORDERTALBAGELS.COM,http://ordertalbagels.com/,+15162863339,Tal Bagels,25d2cbe9-5a49-4ba4-82fb-77b06ba90359,company name,3,company name + address (street) + name,no
acct_1SOrzy20F10Pbyxb,Mangas Mini Treats LLC,Mangas Mini Treats LLC,sales@mangasminitreats.com,true,true,2025-11-02,MANGASMINITREATS.COM,www.mangasminitreats.com,+18047162319,Manga's Mini Treats,71712a0e-a49a-4b69-b548-02e9cc3a86b4,company name,3,company name + business url + name,no
acct_1SziKRFfDKEuzPCL,happy pizza,C&C GREECE LLC,store032@happyspizza.com,true,true,2026-02-11,C&C GREECE LLC,happyspizza.com,+12487899385,Happy's Pizza - Wayne,d0c2f78d-cb59-4fd0-aa7a-28a5a9b82ce1,address (street),3,address (street) + address (zip only) + name,no
acct_1LXTbQE86Vh3NraR,Itstossd,Toss'd,ericaannlieberman@gmail.com,false,false,2022-08-16,WWW.ITSTOSSD.COM,www.itstossd.com,+17322687657,Toss'd,f54a25f7-dc8d-4157-8e84-47f76da90904,company name,3,company name + address (city) + name,no
acct_1NozsuDqlFoAFvTQ,Rexallgrill,Duluth Rexall Grill,duluthrg@gmail.com,false,false,2023-09-11,REXALLGRILL.COM,rexallgrill.com,+17706238569,Duluth Rexall Grill,130db19e-7980-47a0-a014-afdb44911b65,address (city),3,address (city) + business url + name,no
acct_1DdHNZAbruAEpVeD,Fusion Caterers Restaurant & Bakery,Fusion Caterers Restaurant & Bakery. llc,jamitbistro@gmail.com,true,true,,JAMIT BISTRO,www.jamitbistrony.com,+19292980074,T&T Fusion,97660c45-cbb1-4213-911a-3b98613094d7,company name,2,company name + name,no
acct_1GxE9hIC2PLDzHiC,Nadas,Nadas Foods,nadas.nyc@gmail.com,true,true,,NADAS FOODS,eatnadas.com,+16464164346,Nadas Colombian Gluten Free Empanadas,e6901317-48f8-47c3-bbdd-50fef0dcc294,company name,2,company name + name,no
acct_1Hvo5rLWoNMWn6Z7,Havenhotchicken,Haven Hot Chicken,tom@havenhotchicken.com,true,true,,HAVENHOTCHICKEN.COM,HavenHotChicken.com,+12036917617,Haven Hot Chicken - Orange,e4f9e414-b03f-4225-b1c5-eea65a3c4c9c,company name,2,company name + name,no
acct_1INiSFFlBWVCCRZ9,Atlanticbagelscafe,Atlantic Bagels,atlanticbagels@gmail.com,true,true,,ATLANTICBAGELSCAFE.COM,atlanticbagelscafe.com,+17182549000,Atlantic Bagels,7db91f45-fbf6-472f-a075-55943da930e6,company name,2,company name + name,no
acct_1NSm8yJcNRwcyJo8,Haruekfood,https://www.haruekfood.com/,hankoo77@gmail.com,true,true,,HARUE KITCHEN,haruekfood.com,+17706805680,Harue,e4ff392e-9faf-4e56-891b-1edebeaeec41,address (street),2,address (street) + name,no
acct_1O49QTJtPeqmJKhM,Elxolotacos,EL XOLO TACOS ATX,luisfernandofartor@hotmaill.com,true,true,2023-10-22,WWW.ELXOLOTACOS.COM,https://www.elxolotacos.com,+17372287577,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,company name,2,company name + name,no
acct_1O8SEpB0xTGBWf9Y,Gregoriostrattoria,GREGORIO'S TRATTORIA,gregoriostrattoriacatering2@gmail.com,true,true,2023-11-03,GREGORIOSTRATTORIA,www.gregoriostrattoria.com,+12404630211,GREGORIO'S TRATTORIA - RESTON,863ce24f-55d1-444d-98c1-7235e4dafd31,address (city),2,address (city) + address (zip only),no
acct_1OCT7EAOxT0DqeGM,Gregoriostrattoria,GREGORIO'S TRATTORIA,gregoriostrattoriacatering2@gmail.com,true,true,2023-11-14,GREGORIOSTRATTORIA,www.gregoriostrattoria.com,+12404630211,GREGORIO'S TRATTORIA - RESTON,863ce24f-55d1-444d-98c1-7235e4dafd31,address (city),2,address (city) + address (zip only),no
acct_1OhMYvKtvhTjXGLO,byrekandbaguette.org,Tonin Gjekmarkaj,toningj12@gmail.com,true,true,2024-02-08,BYREKANDBAGUETTE.ORG,https://www.byrekandbaguette.org,+15869950737,Byrek & Baguette,47d03559-6e38-40fc-ab73-3720dc84d148,address (city),2,address (city) + name,no
acct_1OM1jzJIOh3GQIyw,blackmarketbarbecue.net,Black Market BBQ LLC,blackmarketbbqllc@gmail.com,true,true,2023-12-11,BLACKMARKETBARBECUE.NE,www.blackmarketbarbecue.net,+16787734830,R&R BBQ,6e9c9946-5a31-4ddb-8571-971fb78d0fd6,company name,2,company name + name,no
acct_1OmLhBKpV3wvmKFV,Darksideofthemoo,,info@darksideofthemoo.com,true,true,2024-02-21,DARKSIDEOFTHEMOO.COM,www.darksideofthemoo.com,+12019531705,Dark Side of the moo hell's kitchen,a433353e-c46f-4c4a-b29a-676e2f2779c1,business url,2,business url + name,no
acct_1OpaU0LJnyE26ZVT,Ztejas,Z'Tejas,rnethercut@ztejas.com,true,true,2024-03-01,Z'TEJAS,ztejas.com,+16025668000,Z'Tejas,6f4ebc36-6c82-4ee0-8c43-f5752772174b,business url,2,business url + name,no
acct_1OpaUzKZQ2dx5zWt,Ztejas,Z'Tejas,rnethercut@ztejas.com,true,true,2024-03-01,Z'TEJAS,ztejas.com,+16025668000,Z'Tejas,6f4ebc36-6c82-4ee0-8c43-f5752772174b,business url,2,business url + name,no
acct_1OSly1EL8aMhHBlf,Kmeventservice,Kayleigh Michele's Event Service LLC,info@kmeventservice.com,true,true,2023-12-29,KMEVENTSERVICE.COM,www.kmeventservice.com,+14696301950,Kayleigh Michele's,a0db0260-fbb6-48df-b7e5-0a7a128c08d4,company name,2,company name + name,no
acct_1P7IXaJwEXve5flr,MY LIFE,"MY LIFE, LLC",issam.chtay@mylifehealthymarkets.com,true,true,2024-04-19,MY LIFE,https://mylifehealthyfood.com/,+12818885802,My Life Cafe,a370e3f1-9070-4c34-94d5-de92fd437169,address (city),2,address (city) + address (zip only),no
acct_1PdcdsImhQizta2D,sipandco.co,Sip and Company,info@sipandco.co,true,true,2024-07-17,SIP AND COMPANY,sipandco.co,+19177179747,Sip + Co East Village,4cd1e9f0-9d49-4081-a5a8-71ac30d6240d,address (city),2,address (city) + name,no
acct_1PEvNELvXUIT4NmG,David Hopper,David Hopper,dbhopper@gmail.com,true,true,2024-05-17,DIAS MARKET,www.diasmarket.com,+15125205115,Dia's Market,56571a9d-daf3-479a-aab9-3a312da82ecd,business url,2,business url + address (zip only),no
acct_1PGOyUAPs44DZ452,"Chook on Orchard, LLC","Chook on Orchard, LLC",elizabeth@chookchicken.com,true,true,2024-05-14,CHOOKCHICKEN.COM,www.chookchicken.com,+13032828399,Chook - Cherry Hills Marketplace,cf51babd-baa5-4c19-9054-4c9711625092,address (city),2,address (city) + address (zip only),no
acct_1QxYoY2KxRg48Q2M,La Sandwicherie Upper East Side LLC,La Sandwicherie Upper East Side LLC,daronyemini@gmail.com,true,true,2025-02-28,LASANDWICHERIE.UES,lasandwicherienyc.com,+19174751035,La Sandwicherie - Upper East Side,babb1e9f-8b08-4c1e-a66f-30ad9dd447ba,company name,2,company name + name,no
acct_1QxYUHRuQX7FMpSR,La Sandwicherie Chelsea LLC,La Sandwicherie Chelsea LLC,daronyemini@gmail.com,true,true,2025-03-03,LASANDWICHERIECHELSEA,lasandwicherienyc.com,+19174727172,La Sandwicherie - Chelsea,fc5483ce-be24-4709-b4cb-16f0e8802d6e,company name,2,company name + name,no
acct_1RhkQLCLWzMARidX,Tallioscoffee,Tallio's Coffee,info@tallioscoffee.com,true,true,2025-07-21,TALLIOS,www.tallioscoffee.com,+18002786533,Tallio's,d0cea6fd-3542-48eb-907e-0fcc2bca9353,address (city),2,address (city) + name,no
acct_1RssnqCN2OpqExB2,"Castanea Sicilian Cafe, Inc.","Castanea Sicilian Cafe, Inc.",nando@castaneacafe.com,true,true,2025-08-05,CASTANEACAFE,castaneacafe.com,+13103090537,Castanea Sicilian Cafe,a27a7a6e-ee63-4e7a-bd41-5e160655953a,company name,2,company name + name,no
acct_1SsRVkKYthE9BeVZ,Hearthlyburger,,chris@hearthlyburger.com,true,true,2026-01-22,HEARTHLYBURGER.COM,www.hearthlyburger.com,+17329773007,Hearthly Burger - Shrewsbury,f3afe471-08b1-47ee-a121-95cd554408ea,address (street),2,address (street) + address (city),no
acct_1LXTsWLLxFXO7iFx,Mrpizzaslice,Mr. Pizza Slice,ericaannlieberman@gmail.com,false,false,2022-08-16,WWW.MRPIZZASLICE.COM,www.mrpizzaslice.com,+17327479165,Mr. Pizza Slice,1691a774-d1ef-4ed5-8f1c-32734f6ac1fc,address (city),2,address (city) + business url,no
acct_1NaixjKDJH0eR3cL,Bestdamncookies,Best Damn Cookies LLC,chef@bestdamncookies.com,false,true,2023-08-02,BESTDAMNCOOKIES,www.bestdamncookies.com,+19293767992,Cookie Co.,6008e25c-da8b-4bbe-a64d-216c6c5de87e,company name,2,company name + name,no
